Orgs,Months,Region,Years,Cost
Warner Bros. Pictures ,Horror,South  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Adventure,North  ,2014,1
Other,Adventure,North  ,2014,1
Other,Drama  ,South  ,2014,1
Universal Pictures ,Adventure,South  ,2014,1
Walt Disney Studios ,Comedy  ,South  ,2014,1
Warner Bros. Pictures ,Drama  ,South  ,2014,1
Sony Pictures ,Drama  ,North  ,2014,1
Universal Pictures ,Thriller,North  ,2014,1
Other,Historical,North  ,2014,1
Universal Pictures ,Documentary  ,North  ,2014,1
Other,Thriller,North  ,2014,1
Sony Pictures ,Adventure,South  ,2014,1
Other,Romance,South  ,2014,1
20th Fox,Romance,South  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Documentary  ,North  ,2014,1
Other,Comedy  ,North  ,2014,1
Other,Comedy  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
Universal Pictures ,Horror,South  ,2014,1
Other,Adventure,South  ,2014,1
Other,Family,North  ,2014,1
Other,Thriller,North  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Thriller,North  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Thriller,South  ,2014,1
Other,Romance,North  ,2014,1
Other,Thriller,North  ,2014,1
Other,Horror,North  ,2014,1
Walt Disney Studios ,Animation  ,South  ,2014,1
Warner Bros. Pictures ,Adventure,South  ,2014,1
Other,Horror,South  ,2014,1
Other,Documentary  ,East  ,2014,1
Universal Pictures ,Drama  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Romance,North  ,2014,1
Other,Comedy  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
Sony Pictures ,Thriller,South  ,2014,1
Universal Pictures ,Comedy  ,South  ,2014,1
Other,Historical,South  ,2014,1
Other,Drama  ,South  ,2014,1
Sony Pictures ,Documentary  ,East  ,2014,1
Other,Family,North  ,2014,1
Other,Horror,North  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Comedy  ,North  ,2014,1
Other,Romance,South  ,2014,1
Other,Drama  ,North  ,2014,1
Other,Horror,North  ,2014,1
20th Fox,Animation  ,South  ,2014,1
Warner Bros. Pictures ,Comedy  ,South  ,2014,1
Other,Thriller,North  ,2014,1
Other,Drama  ,North  ,2014,1
20th Fox,Horror,South  ,2014,1
Paramount Pictures ,Comedy  ,South  ,2014,1
Other,Thriller,South  ,2014,1
Warner Bros. Pictures ,Family,South  ,2014,1
Other,Comedy  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
20th Fox,Drama  ,South  ,2014,1
Warner Bros. Pictures ,Thriller,South  ,2014,1
Other,Thriller,North  ,2014,1
Other,Thriller,North  ,2014,1
Warner Bros. Pictures ,Adventure,South  ,2014,1
Sony Pictures ,Family,South  ,2014,1
20th Fox,Adventure,South  ,2014,1
Sony Pictures ,Historical,North  ,2014,1
Other,Drama  ,North  ,2014,1
Walt Disney Studios ,Adventure,South  ,2014,1
Other,Historical,South  ,2014,1
Universal Pictures ,Drama  ,South  ,2014,1
Sony Pictures ,Comedy  ,South  ,2014,1
Warner Bros. Pictures ,Adventure,North  ,2014,1
Paramount Pictures ,Drama  ,North  ,2014,1
Paramount Pictures ,Drama  ,North  ,2014,1
Other,Drama  ,North  ,2014,1
Sony Pictures ,Drama  ,North  ,2014,1
Other,Horror,South  ,2015,1
20th Fox,Thriller,North  ,2015,1
Other,Comedy  ,North  ,2015,1
Other,Adventure,North  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Thriller,North  ,2015,1
Other,Comedy  ,South  ,2015,1
Universal Pictures ,Thriller,South  ,2015,1
Sony Pictures ,Comedy  ,South  ,2015,1
Sony Pictures ,Drama  ,North  ,2015,1
Other,Adventure,North  ,2015,1
Other,Adventure,North  ,2015,1
Other,Thriller,North  ,2015,1
Universal Pictures ,Romance,South  ,2015,1
Walt Disney Studios ,Adventure,South  ,2015,1
Other,Adventure,South  ,2015,1
Other,Comedy  ,South  ,2015,1
Other,Thriller,East  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Historical,North  ,2015,1
Other,Thriller,North  ,2015,1
Other,Comedy  ,North  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Drama  ,South  ,2015,1
Other,Thriller,South  ,2015,1
Paramount Pictures ,Thriller,South  ,2015,1
Other,Horror,North  ,2015,1
Universal Pictures ,Adventure,South  ,2015,1
Paramount Pictures ,Comedy  ,South  ,2015,1
Warner Bros. Pictures ,Adventure,South  ,2015,1
Other,Musical - Music,North  ,2015,1
Other,Thriller,North  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Romance,North  ,2015,1
Sony Pictures ,Documentary  ,North  ,2015,1
Universal Pictures ,Romance,South  ,2015,1
20th Fox,Adventure,South  ,2015,1
Other,Musical - Music,North  ,2015,1
Walt Disney Studios ,Drama  ,South  ,2015,1
Other,Romance,South  ,2015,1
Paramount Pictures ,Comedy  ,South  ,2015,1
Other,Horror,South  ,2015,1
Warner Bros. Pictures ,Thriller,South  ,2015,1
Universal Pictures ,Drama  ,North  ,2015,1
Other,Adventure,North  ,2015,1
Other,Adventure,North  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Adventure,South  ,2015,1
20th Fox,Comedy  ,South  ,2015,1
Other,Comedy  ,North  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Documentary  ,North  ,2015,1
Other,Drama  ,North  ,2015,1
Sony Pictures ,Documentary  ,North  ,2015,1
Other,Comedy  ,North  ,2015,1
Walt Disney Studios ,Romance,South  ,2015,1
Walt Disney Studios ,Family,South  ,2015,1
Other,Horror,North  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Musical - Music,North  ,2015,1
Warner Bros. Pictures ,Thriller,North  ,2015,1
Other,Thriller,North  ,2015,1
Other,Comedy  ,North  ,2015,1
Other,Adventure,South  ,2015,1
Other,Adventure,South  ,2015,1
Other,Comedy  ,East  ,2015,1
Other,Drama  ,North  ,2015,1
Other,Family,North  ,2015,1
